date,county,state,fips,cases,deaths
2020-03-06,Hillsborough,Florida,12057,2,0
2020-03-06,Lee,Florida,12071,1,1
2020-03-06,Manatee,Florida,12081,1,0
2020-03-06,Santa Rosa,Florida,12113,1,1
2020-03-06,Fulton,Georgia,13121,2,0
2020-03-06,Polk,Georgia,13233,1,0
2020-03-06,Honolulu,Hawaii,15003,1,0
2020-03-06,Cook,Illinois,17031,6,0
2020-03-06,Marion,Indiana,18097,1,0
2020-03-06,Fayette,Kentucky,21067,1,0
2020-03-06,Montgomery,Maryland,24031,3,0
2020-03-06,Middlesex,Massachusetts,25017,1,0
2020-03-06,Norfolk,Massachusetts,25021,3,0
2020-03-06,Suffolk,Massachusetts,25025,4,0
2020-03-06,Ramsey,Minnesota,27123,1,0
2020-03-06,Douglas,Nebraska,31055,14,0
2020-03-06,Clark,Nevada,32003,1,0
2020-03-06,Washoe,Nevada,32031,1,0
2020-03-06,Grafton,New Hampshire,33009,2,0
2020-03-06,Bergen,New Jersey,34003,3,0
2020-03-06,Camden,New Jersey,34007,1,0
2020-03-06,Nassau,New York,36059,4,0
2020-03-06,New York City,New York,,5,0
2020-03-06,Rockland,New York,36087,2,0
2020-03-06,Westchester,New York,36119,33,0
2020-03-06,Chatham,North Carolina,37037,1,0
2020-03-06,Wake,North Carolina,37183,1,0
2020-03-06,Tulsa,Oklahoma,40143,1,0
2020-03-06,Washington,Oregon,41067,2,0
2020-03-06,Delaware,Pennsylvania,42045,1,0
2020-03-06,Wayne,Pennsylvania,42127,1,0
2020-03-06,Unknown,Rhode Island,,3,0
2020-03-06,Charleston,South Carolina,45019,1,0
2020-03-06,Kershaw,South Carolina,45055,1,0
2020-03-06,Williamson,Tennessee,47187,1,0
2020-03-06,Bexar,Texas,48029,11,0
2020-03-06,Fort Bend,Texas,48157,3,0
2020-03-06,Harris,Texas,48201,5,0
2020-03-06,Davis,Utah,49011,1,0
2020-03-06,Salt Lake,Utah,49035,1,0
2020-03-06,Washington,Utah,49053,1,0
2020-03-06,Chelan,Washington,53007,1,0
2020-03-06,Clark,Washington,53011,1,0
2020-03-06,Jefferson,Washington,53031,1,0
2020-03-06,King,Washington,53033,59,12
2020-03-06,Pierce,Washington,53053,1,0
2020-03-06,Snohomish,Washington,53061,18,0
2020-03-06,Spokane,Washington,53063,4,0
2020-03-06,Walla Walla,Washington,53071,1,0
2020-03-06,Dane,Wisconsin,55025,1,0
2020-03-07,Maricopa,Arizona,04013,2,0
2020-03-07,Pinal,Arizona,04021,3,0
2020-03-07,Alameda,California,06001,3,0
2020-03-07,Contra Costa,California,06013,4,0
2020-03-07,Fresno,California,06019,1,0
2020-03-07,Humboldt,California,06023,1,0
2020-03-07,Los Angeles,California,06037,14,0
2020-03-07,Madera,California,06039,1,0
2020-03-07,Marin,California,06041,1,0
2020-03-07,Napa,California,06055,1,0
2020-03-07,Orange,California,06059,3,0
2020-03-07,Placer,California,06061,5,1
2020-03-07,Riverside,California,06065,1,0
2020-03-07,Sacramento,California,06067,3,0
2020-03-07,San Diego,California,06073,1,0
2020-03-07,San Francisco,California,06075,11,0
2020-03-07,San Mateo,California,06081,1,0
2020-03-07,Santa Clara,California,06085,32,0
2020-03-07,Santa Cruz,California,06087,1,0
2020-03-07,Solano,California,06095,12,0
2020-03-07,Sonoma,California,06097,3,0
2020-03-07,Yolo,California,06113,1,0
2020-03-07,Denver,Colorado,08031,2,0
2020-03-07,Douglas,Colorado,08035,3,0
2020-03-07,Eagle,Colorado,08037,1,0
2020-03-07,El Paso,Colorado,08041,1,0
2020-03-07,Jefferson,Colorado,08059,1,0
2020-03-07,District of Columbia,District of Columbia,11001,1,0
2020-03-07,Broward,Florida,12011,2,0
2020-03-07,Charlotte,Florida,12015,1,0
2020-03-07,Hillsborough,Florida,12057,2,0
2020-03-07,Lee,Florida,12071,2,1
2020-03-07,Manatee,Florida,12081,2,0
2020-03-07,Okaloosa,Florida,12091,1,0
2020-03-07,Santa Rosa,Florida,12113,1,1
2020-03-07,Volusia,Florida,12127,1,0
2020-03-07,Cobb,Georgia,13067,1,0
2020-03-07,Fulton,Georgia,13121,4,0
2020-03-07,Gwinnett,Georgia,13135,1,0
2020-03-07,Polk,Georgia,13233,1,0
2020-03-07,Honolulu,Hawaii,15003,1,0
2020-03-07,Cook,Illinois,17031,6,0
2020-03-07,Marion,Indiana,18097,1,0
2020-03-07,Johnson,Kansas,20091,1,0
2020-03-07,Fayette,Kentucky,21067,1,0
2020-03-07,Montgomery,Maryland,24031,3,0
2020-03-07,Berkshire,Massachusetts,25003,1,0
2020-03-07,Middlesex,Massachusetts,25017,5,0
2020-03-07,Norfolk,Massachusetts,25021,3,0
2020-03-07,Suffolk,Massachusetts,25025,4,0
2020-03-07,Ramsey,Minnesota,27123,1,0
2020-03-07,St. Louis,Missouri,29189,1,0
2020-03-07,Douglas,Nebraska,31055,14,0
2020-03-07,Clark,Nevada,32003,1,0
2020-03-07,Washoe,Nevada,32031,1,0
2020-03-07,Grafton,New Hampshire,33009,3,0
2020-03-07,Rockingham,New Hampshire,33015,1,0
2020-03-07,Bergen,New Jersey,34003,3,0
2020-03-07,Camden,New Jersey,34007,1,0
2020-03-07,Nassau,New York,36059,4,0
2020-03-07,New York City,New York,,12,0
2020-03-07,Rockland,New York,36087,2,0
2020-03-07,Saratoga,New York,36091,2,0
2020-03-07,Westchester,New York,36119,69,0
2020-03-07,Chatham,North Carolina,37037,1,0
2020-03-07,Wake,North Carolina,37183,1,0
2020-03-07,Tulsa,Oklahoma,40143,1,0
2020-03-07,Jackson,Oregon,41029,2,0
2020-03-07,Klamath,Oregon,41035,1,0
2020-03-07,Washington,Oregon,41067,3,0
2020-03-07,Delaware,Pennsylvania,42045,1,0
2020-03-07,Montgomery,Pennsylvania,42091,2,0
2020-03-07,Wayne,Pennsylvania,42127,1,0
2020-03-07,Unknown,Rhode Island,,3,0
2020-03-07,Charleston,South Carolina,45019,1,0
2020-03-07,Kershaw,South Carolina,45055,1,0
2020-03-07,Williamson,Tennessee,47187,1,0
2020-03-07,Bexar,Texas,48029,11,0
2020-03-07,Fort Bend,Texas,48157,3,0
2020-03-07,Harris,Texas,48201,5,0
2020-03-07,Davis,Utah,49011,1,0
2020-03-07,Salt Lake,Utah,49035,1,0
2020-03-07,Washington,Utah,49053,1,0
2020-03-07,Bennington,Vermont,50003,1,0
2020-03-07,Fairfax,Virginia,51059,1,0
2020-03-07,Chelan,Washington,53007,1,0
2020-03-07,Clark,Washington,53011,1,0
2020-03-07,Jefferson,Washington,53031,1,0
2020-03-07,King,Washington,53033,72,16
2020-03-07,Kittitas,Washington,53037,1,0
2020-03-07,Pierce,Washington,53053,3,0
2020-03-07,Snohomish,Washington,53061,26,0
2020-03-07,Spokane,Washington,53063,4,0
2020-03-07,Walla Walla,Washington,53071,1,0
2020-03-07,Dane,Wisconsin,55025,1,0
2020-03-08,Maricopa,Arizona,04013,2,0
2020-03-08,Pinal,Arizona,04021,3,0
2020-03-08,Alameda,California,06001,3,0
2020-03-08,Contra Costa,California,06013,9,0
2020-03-08,Fresno,California,06019,1,0
2020-03-08,Humboldt,California,06023,1,0
2020-03-08,Los Angeles,California,06037,14,0
2020-03-08,Madera,California,06039,1,0
2020-03-08,Marin,California,06041,1,0
2020-03-08,Napa,California,06055,1,0
2020-03-08,Orange,California,06059,3,0
2020-03-08,Placer,California,06061,7,1
2020-03-08,Riverside,California,06065,1,0
2020-03-08,Sacramento,California,06067,3,0
2020-03-08,San Diego,California,06073,1,0
2020-03-08,San Francisco,California,06075,11,0
2020-03-08,San Mateo,California,06081,1,0
2020-03-08,Santa Clara,California,06085,37,0
2020-03-08,Santa Cruz,California,06087,1,0
2020-03-08,Solano,California,06095,12,0
2020-03-08,Sonoma,California,06097,3,0
2020-03-08,Yolo,California,06113,1,0
2020-03-08,Denver,Colorado,08031,2,0
2020-03-08,Douglas,Colorado,08035,3,0
2020-03-08,Eagle,Colorado,08037,1,0
2020-03-08,El Paso,Colorado,08041,1,0
2020-03-08,Jefferson,Colorado,08059,1,0
2020-03-08,Fairfield,Connecticut,09001,1,0
2020-03-08,District of Columbia,District of Columbia,11001,1,0
2020-03-08,Broward,Florida,12011,3,0
2020-03-08,Charlotte,Florida,12015,1,0
2020-03-08,Hillsborough,Florida,12057,2,0
2020-03-08,Lee,Florida,12071,2,1
2020-03-08,Manatee,Florida,12081,2,0
2020-03-08,Okaloosa,Florida,12091,1,0
2020-03-08,Santa Rosa,Florida,12113,1,1
2020-03-08,Volusia,Florida,12127,1,0
2020-03-08,Cherokee,Georgia,13057,1,0
2020-03-08,Cobb,Georgia,13067,3,0
2020-03-08,Fulton,Georgia,13121,5,0
2020-03-08,Gwinnett,Georgia,13135,1,0
2020-03-08,Polk,Georgia,13233,1,0
2020-03-08,Honolulu,Hawaii,15003,2,0
2020-03-08,Cook,Illinois,17031,7,0
2020-03-08,Hendricks,Indiana,18063,1,0
2020-03-08,Marion,Indiana,18097,1,0
2020-03-08,Johnson,Iowa,19103,3,0
2020-03-08,Johnson,Kansas,20091,1,0
2020-03-08,Fayette,Kentucky,21067,2,0
2020-03-08,Harrison,Kentucky,21097,1,0
2020-03-08,Jefferson,Kentucky,21111,1,0
2020-03-08,Harford,Maryland,24025,1,0
2020-03-08,Montgomery,Maryland,24031,4,0
2020-03-08,Berkshire,Massachusetts,25003,1,0
2020-03-08,Middlesex,Massachusetts,25017,10,0
2020-03-08,Norfolk,Massachusetts,25021,7,0
2020-03-08,Suffolk,Massachusetts,25025,9,0
2020-03-08,Worcester,Massachusetts,25027,1,0
2020-03-08,Carver,Minnesota,27019,1,0
2020-03-08,Ramsey,Minnesota,27123,1,0
2020-03-08,St. Louis,Missouri,29189,1,0
2020-03-08,Douglas,Nebraska,31055,16,0
2020-03-08,Clark,Nevada,32003,2,0
2020-03-08,Washoe,Nevada,32031,2,0
2020-03-08,Grafton,New Hampshire,33009,3,0
2020-03-08,Rockingham,New Hampshire,33015,1,0
2020-03-08,Bergen,New Jersey,34003,4,0
2020-03-08,Camden,New Jersey,34007,1,0
2020-03-08,Passaic,New Jersey,34031,1,0
2020-03-08,Nassau,New York,36059,5,0
2020-03-08,New York City,New York,,14,0
2020-03-08,Rockland,New York,36087,2,0
2020-03-08,Saratoga,New York,36091,2,0
2020-03-08,Suffolk,New York,36103,1,0
2020-03-08,Ulster,New York,36111,1,0
2020-03-08,Westchester,New York,36119,81,0
2020-03-08,Chatham,North Carolina,37037,1,0
2020-03-08,Wake,North Carolina,37183,1,0
2020-03-08,Tulsa,Oklahoma,40143,1,0
2020-03-08,Douglas,Oregon,41019,1,0
2020-03-08,Jackson,Oregon,41029,2,0
2020-03-08,Klamath,Oregon,41035,1,0
2020-03-08,Marion,Oregon,41047,1,0
2020-03-08,Washington,Oregon,41067,8,0
2020-03-08,Delaware,Pennsylvania,42045,1,0
2020-03-08,Montgomery,Pennsylvania,42091,4,0
2020-03-08,Wayne,Pennsylvania,42127,1,0
2020-03-08,Unknown,Rhode Island,,3,0
2020-03-08,Charleston,South Carolina,45019,1,0
2020-03-08,Kershaw,South Carolina,45055,4,0
2020-03-08,Spartanburg,South Carolina,45083,1,0
2020-03-08,Davidson,Tennessee,47037,1,0
2020-03-08,Shelby,Tennessee,47157,1,0
2020-03-08,Williamson,Tennessee,47187,1,0
2020-03-08,Bexar,Texas,48029,11,0
2020-03-08,Fort Bend,Texas,48157,6,0
2020-03-08,Harris,Texas,48201,6,0
2020-03-08,Davis,Utah,49011,1,0
2020-03-08,Salt Lake,Utah,49035,1,0
2020-03-08,Washington,Utah,49053,1,0
2020-03-08,Bennington,Vermont,50003,1,0
2020-03-08,Fairfax,Virginia,51059,2,0
2020-03-08,Chelan,Washington,53007,1,1
2020-03-08,Clark,Washington,53011,1,0
2020-03-08,Jefferson,Washington,53031,1,0
2020-03-08,King,Washington,53033,91,18
2020-03-08,Kitsap,Washington,53035,1,0
2020-03-08,Kittitas,Washington,53037,1,0
2020-03-08,Pierce,Washington,53053,4,0
2020-03-08,Snohomish,Washington,53061,36,0
2020-03-08,Spokane,Washington,53063,4,0
2020-03-08,Walla Walla,Washington,53071,1,0
2020-03-08,Dane,Wisconsin,55025,1,0
2020-03-09,Maricopa,Arizona,04013,2,0
2020-03-09,Pima,Arizona,04019,1,0
2020-03-09,Pinal,Arizona,04021,3,0
2020-03-09,Alameda,California,06001,24,0
2020-03-09,Contra Costa,California,06013,9,0
2020-03-09,Fresno,California,06019,1,0
2020-03-09,Humboldt,California,06023,1,0
2020-03-09,Los Angeles,California,06037,19,0
2020-03-09,Madera,California,06039,1,0
2020-03-09,Marin,California,06041,2,0
2020-03-09,Napa,California,06055,1,0
2020-03-09,Orange,California,06059,5,0
2020-03-09,Placer,California,06061,7,1
2020-03-09,Riverside,California,06065,4,0
2020-03-09,Sacramento,California,06067,9,0
2020-03-09,San Diego,California,06073,2,0
2020-03-09,San Francisco,California,06075,16,0
2020-03-09,San Mateo,California,06081,9,0
2020-03-09,Santa Clara,California,06085,43,1
2020-03-09,Santa Cruz,California,06087,2,0
2020-03-09,Shasta,California,06089,1,0
2020-03-09,Solano,California,06095,12,0
2020-03-09,Sonoma,California,06097,3,0
2020-03-09,Yolo,California,06113,1,0
2020-03-09,Arapahoe,Colorado,08005,1,0
2020-03-09,Denver,Colorado,08031,3,0
2020-03-09,Douglas,Colorado,08035,3,0
2020-03-09,Eagle,Colorado,08037,2,0
2020-03-09,El Paso,Colorado,08041,1,0
2020-03-09,Jefferson,Colorado,08059,1,0
2020-03-09,Larimer,Colorado,08069,1,0
2020-03-09,Fairfield,Connecticut,09001,2,0
2020-03-09,District of Columbia,District of Columbia,11001,4,0
2020-03-09,Broward,Florida,12011,3,0
2020-03-09,Charlotte,Florida,12015,1,0
2020-03-09,Hillsborough,Florida,12057,2,0
2020-03-09,Lee,Florida,12071,2,1
2020-03-09,Manatee,Florida,12081,2,0
2020-03-09,Okaloosa,Florida,12091,1,0
2020-03-09,Santa Rosa,Florida,12113,1,1
2020-03-09,Volusia,Florida,12127,2,0
2020-03-09,Cherokee,Georgia,13057,1,0
2020-03-09,Cobb,Georgia,13067,4,0
2020-03-09,DeKalb,Georgia,13089,2,0
2020-03-09,Fayette,Georgia,13113,1,0
2020-03-09,Floyd,Georgia,13115,1,0
2020-03-09,Fulton,Georgia,13121,5,0
2020-03-09,Gwinnett,Georgia,13135,2,0
2020-03-09,Polk,Georgia,13233,1,0
2020-03-09,Honolulu,Hawaii,15003,2,0
2020-03-09,Cook,Illinois,17031,11,0
2020-03-09,Hendricks,Indiana,18063,2,0
2020-03-09,Marion,Indiana,18097,1,0
2020-03-09,Noble,Indiana,18113,1,0
2020-03-09,Johnson,Iowa,19103,7,0
2020-03-09,Pottawattamie,Iowa,19155,1,0
2020-03-09,Johnson,Kansas,20091,1,0
2020-03-09,Fayette,Kentucky,21067,3,0
2020-03-09,Harrison,Kentucky,21097,1,0
2020-03-09,Jefferson,Kentucky,21111,1,0
2020-03-09,Jefferson,Louisiana,22051,1,0
2020-03-09,Harford,Maryland,24025,1,0
2020-03-09,Montgomery,Maryland,24031,4,0
2020-03-09,Prince George's,Maryland,24033,1,0
2020-03-09,Berkshire,Massachusetts,25003,5,0
2020-03-09,Middlesex,Massachusetts,25017,15,0
2020-03-09,Norfolk,Massachusetts,25021,10,0
2020-03-09,Suffolk,Massachusetts,25025,10,0
2020-03-09,Worcester,Massachusetts,25027,1,0
2020-03-09,Carver,Minnesota,27019,1,0
2020-03-09,Ramsey,Minnesota,27123,1,0
2020-03-09,St. Louis,Missouri,29189,1,0
2020-03-09,Douglas,Nebraska,31055,16,0
2020-03-09,Clark,Nevada,32003,2,0
2020-03-09,Washoe,Nevada,32031,2,0
2020-03-09,Grafton,New Hampshire,33009,3,0
2020-03-09,Rockingham,New Hampshire,33015,1,0
2020-03-09,Bergen,New Jersey,34003,5,0
2020-03-09,Camden,New Jersey,34007,1,0
2020-03-09,Hudson,New Jersey,34017,1,0
2020-03-09,Monmouth,New Jersey,34025,2,0
2020-03-09,Passaic,New Jersey,34031,1,0
2020-03-09,Union,New Jersey,34039,1,0
2020-03-09,Nassau,New York,36059,17,0
2020-03-09,New York City,New York,,20,0
2020-03-09,Rockland,New York,36087,4,0
2020-03-09,Saratoga,New York,36091,2,0
2020-03-09,Suffolk,New York,36103,1,0
2020-03-09,Ulster,New York,36111,1,0
2020-03-09,Westchester,New York,36119,97,0
2020-03-09,Chatham,North Carolina,37037,1,0
2020-03-09,Wake,North Carolina,37183,6,0
2020-03-09,Cuyahoga,Ohio,39035,3,0
2020-03-09,Tulsa,Oklahoma,40143,1,0
2020-03-09,Douglas,Oregon,41019,1,0
2020-03-09,Jackson,Oregon,41029,2,0
2020-03-09,Klamath,Oregon,41035,1,0
2020-03-09,Marion,Oregon,41047,1,0
2020-03-09,Washington,Oregon,41067,8,0
2020-03-09,Delaware,Pennsylvania,42045,1,0
2020-03-09,Monroe,Pennsylvania,42089,1,0
2020-03-09,Montgomery,Pennsylvania,42091,7,0
2020-03-09,Wayne,Pennsylvania,42127,1,0
2020-03-09,Unknown,Rhode Island,,3,0
2020-03-09,Charleston,South Carolina,45019,1,0
2020-03-09,Kershaw,South Carolina,45055,5,0
2020-03-09,Spartanburg,South Carolina,45083,1,0
2020-03-09,Davidson,Tennessee,47037,1,0
2020-03-09,Shelby,Tennessee,47157,1,0
2020-03-09,Williamson,Tennessee,47187,2,0
2020-03-09,Bexar,Texas,48029,11,0
2020-03-09,Collin,Texas,48085,1,0
2020-03-09,Fort Bend,Texas,48157,6,0
2020-03-09,Harris,Texas,48201,6,0
2020-03-09,Davis,Utah,49011,1,0
2020-03-09,Salt Lake,Utah,49035,1,0
2020-03-09,Washington,Utah,49053,1,0
2020-03-09,Bennington,Vermont,50003,1,0
2020-03-09,Fairfax,Virginia,51059,4,0
2020-03-09,Virginia Beach city,Virginia,51810,1,0
2020-03-09,Chelan,Washington,53007,1,1
2020-03-09,Clark,Washington,53011,1,0
2020-03-09,Jefferson,Washington,53031,1,0
2020-03-09,King,Washington,53033,117,21
2020-03-09,Kitsap,Washington,53035,1,0
2020-03-09,Kittitas,Washington,53037,1,0
2020-03-09,Pierce,Washington,53053,7,0
2020-03-09,Snohomish,Washington,53061,45,0
2020-03-09,Spokane,Washington,53063,4,0
2020-03-09,Walla Walla,Washington,53071,1,0
2020-03-09,Dane,Wisconsin,55025,1,0
2020-03-09,Pierce,Wisconsin,55093,1,0
2020-03-10,Maricopa,Arizona,04013,2,0
2020-03-10,Pima,Arizona,04019,1,0
2020-03-10,Pinal,Arizona,04021,3,0
2020-03-10,Alameda,California,06001,25,0
2020-03-10,Contra Costa,California,06013,9,0
2020-03-10,Fresno,California,06019,1,0
2020-03-10,Humboldt,California,06023,1,0
2020-03-10,Los Angeles,California,06037,20,0
2020-03-10,Madera,California,06039,1,0
2020-03-10,Marin,California,06041,2,0
2020-03-10,Napa,California,06055,1,0
2020-03-10,Orange,California,06059,5,0
2020-03-10,Placer,California,06061,7,1
2020-03-10,Riverside,California,06065,4,0
2020-03-10,Sacramento,California,06067,9,1
2020-03-10,San Diego,California,06073,2,0
2020-03-10,San Francisco,California,06075,17,0
2020-03-10,San Joaquin,California,06077,1,0
2020-03-10,San Mateo,California,06081,9,0
2020-03-10,Santa Clara,California,06085,45,1
2020-03-10,Santa Cruz,California,06087,2,0
2020-03-10,Shasta,California,06089,1,0
2020-03-10,Solano,California,06095,12,0
2020-03-10,Sonoma,California,06097,3,0
2020-03-10,Ventura,California,06111,1,0
2020-03-10,Yolo,California,06113,1,0
2020-03-10,Arapahoe,Colorado,08005,2,0
2020-03-10,Denver,Colorado,08031,4,0
2020-03-10,Douglas,Colorado,08035,3,0
2020-03-10,Eagle,Colorado,08037,3,0
2020-03-10,El Paso,Colorado,08041,1,0
2020-03-10,Gunnison,Colorado,08051,1,0
2020-03-10,Jefferson,Colorado,08059,2,0
2020-03-10,Larimer,Colorado,08069,1,0
2020-03-10,Fairfield,Connecticut,09001,2,0
2020-03-10,District of Columbia,District of Columbia,11001,4,0
2020-03-10,Alachua,Florida,12001,1,0
2020-03-10,Broward,Florida,12011,4,0
2020-03-10,Charlotte,Florida,12015,1,0
2020-03-10,Collier,Florida,12021,3,0
2020-03-10,Hillsborough,Florida,12057,2,0
2020-03-10,Lee,Florida,12071,2,1
2020-03-10,Manatee,Florida,12081,2,0
2020-03-10,Nassau,Florida,12089,1,0
2020-03-10,Okaloosa,Florida,12091,1,0
2020-03-10,Pasco,Florida,12101,1,0
2020-03-10,Pinellas,Florida,12103,2,0
2020-03-10,Santa Rosa,Florida,12113,1,1
2020-03-10,Volusia,Florida,12127,2,0
2020-03-10,Charlton,Georgia,13049,1,0
2020-03-10,Cherokee,Georgia,13057,1,0
2020-03-10,Cobb,Georgia,13067,7,0
2020-03-10,DeKalb,Georgia,13089,2,0
2020-03-10,Fayette,Georgia,13113,1,0
2020-03-10,Floyd,Georgia,13115,1,0
2020-03-10,Fulton,Georgia,13121,6,0
2020-03-10,Gwinnett,Georgia,13135,2,0
2020-03-10,Polk,Georgia,13233,1,0
2020-03-10,Honolulu,Hawaii,15003,2,0
2020-03-10,Cook,Illinois,17031,17,0
2020-03-10,Kane,Illinois,17089,1,0
2020-03-10,McHenry,Illinois,17111,1,0
2020-03-10,Adams,Indiana,18001,1,0
2020-03-10,Boone,Indiana,18011,1,0
2020-03-10,Hendricks,Indiana,18063,2,0
2020-03-10,Marion,Indiana,18097,1,0
2020-03-10,Noble,Indiana,18113,1,0
2020-03-10,Johnson,Iowa,19103,12,0
2020-03-10,Pottawattamie,Iowa,19155,1,0
2020-03-10,Johnson,Kansas,20091,1,0
2020-03-10,Fayette,Kentucky,21067,3,0
2020-03-10,Harrison,Kentucky,21097,3,0
2020-03-10,Jefferson,Kentucky,21111,1,0
2020-03-10,Jefferson,Louisiana,22051,1,0
2020-03-10,Orleans,Louisiana,22071,5,0
2020-03-10,Harford,Maryland,24025,1,0
2020-03-10,Montgomery,Maryland,24031,5,0
2020-03-10,Prince George's,Maryland,24033,3,0
2020-03-10,Berkshire,Massachusetts,25003,7,0
2020-03-10,Essex,Massachusetts,25009,1,0
2020-03-10,Middlesex,Massachusetts,25017,41,0
2020-03-10,Norfolk,Massachusetts,25021,22,0
2020-03-10,Suffolk,Massachusetts,25025,20,0
2020-03-10,Worcester,Massachusetts,25027,1,0
2020-03-10,Oakland,Michigan,26125,1,0
2020-03-10,Wayne,Michigan,26163,1,0
2020-03-10,Anoka,Minnesota,27003,1,0
2020-03-10,Carver,Minnesota,27019,1,0
2020-03-10,Ramsey,Minnesota,27123,1,0
2020-03-10,St. Louis,Missouri,29189,1,0
2020-03-10,Douglas,Nebraska,31055,17,0
2020-03-10,Clark,Nevada,32003,2,0
2020-03-10,Washoe,Nevada,32031,2,0
2020-03-10,Grafton,New Hampshire,33009,3,0
2020-03-10,Rockingham,New Hampshire,33015,2,0
2020-03-10,Bergen,New Jersey,34003,7,1
2020-03-10,Burlington,New Jersey,34005,2,0
2020-03-10,Camden,New Jersey,34007,1,0
2020-03-10,Hudson,New Jersey,34017,1,0
2020-03-10,Monmouth,New Jersey,34025,2,0
2020-03-10,Passaic,New Jersey,34031,1,0
2020-03-10,Union,New Jersey,34039,1,0
2020-03-10,Nassau,New York,36059,19,0
2020-03-10,New York City,New York,,37,0
2020-03-10,Rockland,New York,36087,6,0
2020-03-10,Saratoga,New York,36091,2,0
2020-03-10,Suffolk,New York,36103,1,0
2020-03-10,Ulster,New York,36111,1,0
2020-03-10,Westchester,New York,36119,107,0
2020-03-10,Chatham,North Carolina,37037,1,0
2020-03-10,Wake,North Carolina,37183,6,0
2020-03-10,Cuyahoga,Ohio,39035,3,0
2020-03-10,Tulsa,Oklahoma,40143,2,0
2020-03-10,Douglas,Oregon,41019,1,0
2020-03-10,Jackson,Oregon,41029,2,0
2020-03-10,Klamath,Oregon,41035,1,0
2020-03-10,Marion,Oregon,41047,1,0
2020-03-10,Multnomah,Oregon,41051,1,0
2020-03-10,Washington,Oregon,41067,8,0
2020-03-10,Delaware,Pennsylvania,42045,1,0
2020-03-10,Monroe,Pennsylvania,42089,1,0
2020-03-10,Montgomery,Pennsylvania,42091,8,0
2020-03-10,Philadelphia,Pennsylvania,42101,1,0
2020-03-10,Wayne,Pennsylvania,42127,1,0
2020-03-10,Unknown,Rhode Island,,5,0
2020-03-10,Charleston,South Carolina,45019,1,0
2020-03-10,Kershaw,South Carolina,45055,7,0
2020-03-10,Spartanburg,South Carolina,45083,1,0
2020-03-10,Beadle,South Dakota,46005,1,0
2020-03-10,Charles Mix,South Dakota,46023,1,0
2020-03-10,Davison,South Dakota,46035,2,1
2020-03-10,Minnehaha,South Dakota,46099,1,0
2020-03-10,Davidson,Tennessee,47037,1,0
2020-03-10,Shelby,Tennessee,47157,1,0
2020-03-10,Sullivan,Tennessee,47163,1,0
2020-03-10,Williamson,Tennessee,47187,4,0
2020-03-10,Bexar,Texas,48029,11,0
2020-03-10,Collin,Texas,48085,3,0
2020-03-10,Dallas,Texas,48113,2,0
2020-03-10,Fort Bend,Texas,48157,6,0
2020-03-10,Harris,Texas,48201,7,0
2020-03-10,Montgomery,Texas,48339,1,0
2020-03-10,Tarrant,Texas,48439,1,0
2020-03-10,Davis,Utah,49011,1,0
2020-03-10,Salt Lake,Utah,49035,1,0
2020-03-10,Washington,Utah,49053,1,0
2020-03-10,Weber,Utah,49057,1,0
2020-03-10,Bennington,Vermont,50003,1,0
2020-03-10,Fairfax,Virginia,51059,4,0
2020-03-10,Loudoun,Virginia,51107,2,0
2020-03-10,Virginia Beach city,Virginia,51810,2,0
2020-03-10,Chelan,Washington,53007,1,1
2020-03-10,Clark,Washington,53011,1,0
2020-03-10,Jefferson,Washington,53031,1,0
2020-03-10,King,Washington,53033,191,23
2020-03-10,Kitsap,Washington,53035,2,0
2020-03-10,Kittitas,Washington,53037,1,0
2020-03-10,Pierce,Washington,53053,14,0
2020-03-10,Skagit,Washington,53057,1,0
2020-03-10,Snohomish,Washington,53061,61,0
2020-03-10,Spokane,Washington,53063,4,0
2020-03-10,Walla Walla,Washington,53071,1,0
2020-03-10,Whatcom,Washington,53073,1,0
2020-03-10,Dane,Wisconsin,55025,2,0
2020-03-10,Pierce,Wisconsin,55093,1,0
2020-03-11,Maricopa,Arizona,04013,3,0
2020-03-11,Pima,Arizona,04019,1,0
2020-03-11,Pinal,Arizona,04021,5,0
2020-03-11,Jefferson,Arkansas,05069,1,0
2020-03-11,Alameda,California,06001,25,0
2020-03-11,Contra Costa,California,06013,9,0
2020-03-11,Fresno,California,06019,1,0
2020-03-11,Humboldt,California,06023,1,0
2020-03-11,Los Angeles,California,06037,28,1
2020-03-11,Madera,California,06039,1,0
2020-03-11,Marin,California,06041,4,0
2020-03-11,Napa,California,06055,1,0
2020-03-11,Orange,California,06059,6,0
2020-03-11,Placer,California,06061,7,1
2020-03-11,Riverside,California,06065,4,0
2020-03-11,Sacramento,California,06067,9,1
2020-03-11,San Diego,California,06073,2,0
2020-03-11,San Francisco,California,06075,17,0
2020-03-11,San Joaquin,California,06077,1,0
2020-03-11,San Mateo,California,06081,15,0
2020-03-11,Santa Clara,California,06085,48,1
2020-03-11,Santa Cruz,California,06087,2,0
2020-03-11,Shasta,California,06089,1,0
2020-03-11,Solano,California,06095,12,0
2020-03-11,Sonoma,California,06097,3,0
2020-03-11,Stanislaus,California,06099,2,0
2020-03-11,Ventura,California,06111,2,0
2020-03-11,Yolo,California,06113,1,0
2020-03-11,Arapahoe,Colorado,08005,3,0
2020-03-11,Denver,Colorado,08031,6,0
2020-03-11,Douglas,Colorado,08035,3,0
2020-03-11,Eagle,Colorado,08037,4,0
